Lieu de surveillance : Entité de classement;Lieu de surveillance : Entité de classement : Identifiant;Lieu de surveillance : Entité de classement : Rang du lieu;Lieu de surveillance : Entité de classement : Libellé;Lieu de surveillance : Mnémonique;Lieu de surveillance : Libellé;Coordonnées passage : Coordonnées minx;Coordonnées passage : Coordonnées maxx;Coordonnées passage : Coordonnées miny;Coordonnées passage : Coordonnées maxy;Coordonnées passage : Coordonnées redéfinies;Passage : Date;Passage : Jour;Passage : Mois;Passage : Année;Echantillon : Identifiant interne;Echantillon : Libellé du taxon support;Résultat : Code paramètre;Résultat : Libellé fraction;Résultat : Libellé méthode;Résultat : Libellé précision;Résultat : Valeur de la mesure;Résultat : Valeur qualitative;Résultat : Symbole unité de mesure associé au quintuplet;Résultat : Libellé unité de mesure associé au quintuplet;Résultat : Commentaires;Résultat : Identifiant
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;03/04/2018;03;04;2018;60735247;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;69355527
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;28/08/2018;28;08;2018;60746483;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;69562341
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;24/09/2018;24;09;2018;60749674;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;69603077
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;01/10/2018;01;10;2018;60749964;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;69621806
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;08/11/2018;08;11;2018;60756721;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;69681500
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;19/11/2018;19;11;2018;60759264;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;69711217
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;06/12/2018;06;12;2018;60760122;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;69768271
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;19/12/2018;19;12;2018;60762636;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;69785493
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;08/01/2019;08;01;2019;60763505;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;69817339
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;29/01/2019;29;01;2019;60774186;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;69945760
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;18/02/2019;18;02;2019;60775905;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;70000228
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;18/03/2019;18;03;2019;60779535;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;70065740
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;09/04/2019;09;04;2019;60805205;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;70830795
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;29/04/2019;29;04;2019;60806371;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;70245944
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;31/08/2019;31;08;2019;60891038;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71011670
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;14/09/2019;14;09;2019;60897539;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71040300
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;23/09/2019;23;09;2019;60900968;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71044349
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;04/10/2019;04;10;2019;60901431;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71052368
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;14/10/2019;14;10;2019;60902554;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71058527
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;30/10/2019;30;10;2019;60903453;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71077727
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;11/11/2019;11;11;2019;60904655;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71129403
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;29/11/2019;29;11;2019;60923214;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71142036
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;12/12/2019;12;12;2019;60923601;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71156365
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;26/12/2019;26;12;2019;60924656;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71166264
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;06/01/2020;06;01;2020;60925585;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71173292
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;20/01/2020;20;01;2020;60926018;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71190809
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;06/02/2020;06;02;2020;60927368;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71341000
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;19/02/2020;19;02;2020;60932107;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71341543
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;03/03/2020;03;03;2020;60933759;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71368803
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;24/03/2020;24;03;2020;60934907;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71374416
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;07/04/2020;07;04;2020;60935654;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71377739
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;23/04/2020;23;04;2020;60937099;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71402738
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;06/05/2020;06;05;2020;60938898;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71408240
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;27/08/2020;27;08;2020;60945806;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71497618
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;08/09/2020;08;09;2020;60946184;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71503362
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;21/09/2020;21;09;2020;60947554;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71545839
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;06/10/2020;06;10;2020;60948645;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71607093
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;21/10/2020;21;10;2020;60949687;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71707849
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;27/10/2020;27;10;2020;60952086;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71708279
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;09/11/2020;09;11;2020;60952104;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71708579
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;24/11/2020;24;11;2020;60952122;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71712353
Zones marines;003;33;003 - Manche Nord Est - large;003-S-033;Hors Baie de Seine - Zone 7;-0.58333031583183;-0.283330315831819;49.5491701870851;49.6833303158318;0;08/12/2020;08;12;2020;60953969;Pecten maximus;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;71753310
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;21/11/2004;21;11;2004;5291588;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;10.3;;mg.kg-1;Milligramme par kilogramme;;1490534
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;21/11/2004;21;11;2004;5291588;Pecten maximus;ASP;Gonade;CL/UV toxines amnésiantes;;1.5;;mg.kg-1;Milligramme par kilogramme;;1490536
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;21/11/2004;21;11;2004;5291588;Pecten maximus;ASP;Muscle;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1490535
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;29/11/2004;29;11;2004;5291597;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;12.5;;mg.kg-1;Milligramme par kilogramme;;1490545
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;29/11/2004;29;11;2004;5291597;Pecten maximus;ASP;Gonade;CL/UV toxines amnésiantes;;1.9;;mg.kg-1;Milligramme par kilogramme;;1490544
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;29/11/2004;29;11;2004;5291597;Pecten maximus;ASP;Muscle;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1490546
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;06/12/2004;06;12;2004;5291598;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;8.8;;mg.kg-1;Milligramme par kilogramme;;1490547
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;14/12/2004;14;12;2004;5291599;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;11.1;;mg.kg-1;Milligramme par kilogramme;;1490548
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;19/12/2004;19;12;2004;5291600;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;10.1;;mg.kg-1;Milligramme par kilogramme;;1490549
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;27/12/2004;27;12;2004;5291602;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;9.4;;mg.kg-1;Milligramme par kilogramme;;1490551
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;03/01/2005;03;01;2005;5291603;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;10.5;;mg.kg-1;Milligramme par kilogramme;;1490552
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;10/01/2005;10;01;2005;5298066;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;7.5;;mg.kg-1;Milligramme par kilogramme;;1512677
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;17/01/2005;17;01;2005;5298076;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;6.6;;mg.kg-1;Milligramme par kilogramme;;1512686
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;01/02/2005;01;02;2005;5298176;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;9.8;;mg.kg-1;Milligramme par kilogramme;;1512847
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;07/02/2005;07;02;2005;5298185;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;7.1;;mg.kg-1;Milligramme par kilogramme;;1512856
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;17/02/2005;17;02;2005;5298277;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;1.7;;mg.kg-1;Milligramme par kilogramme;;1513030
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;21/02/2005;21;02;2005;5298292;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;5.7;;mg.kg-1;Milligramme par kilogramme;;1513073
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;01/03/2005;01;03;2005;5298303;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;11.9;;mg.kg-1;Milligramme par kilogramme;;1513086
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;07/03/2005;07;03;2005;5298309;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;12.3;;mg.kg-1;Milligramme par kilogramme;;1513092
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;14/03/2005;14;03;2005;5298324;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;8.8;;mg.kg-1;Milligramme par kilogramme;;1513103
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;22/03/2005;22;03;2005;5298336;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;13;;mg.kg-1;Milligramme par kilogramme;;1513124
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;29/03/2005;29;03;2005;5298348;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;10.5;;mg.kg-1;Milligramme par kilogramme;;1513153
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.4166858575;-0.4166858575;49.6834127898;49.6834127898;1;29/03/2005;29;03;2005;5308722;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;20;;mg.kg-1;Milligramme par kilogramme;;1544627
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;04/04/2005;04;04;2005;5298350;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;10.2;;mg.kg-1;Milligramme par kilogramme;;1513158
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.4166858575;-0.4166858575;49.6834127898;49.6834127898;1;05/04/2005;05;04;2005;5308728;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;22.9;;mg.kg-1;Milligramme par kilogramme;;1544637
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;13/04/2005;13;04;2005;5299507;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;14.3;;mg.kg-1;Milligramme par kilogramme;;1513886
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.4166858575;-0.4166858575;49.6834127898;49.6834127898;1;13/04/2005;13;04;2005;5308730;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;21;;mg.kg-1;Milligramme par kilogramme;;1544645
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;18/04/2005;18;04;2005;5299655;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;8;;mg.kg-1;Milligramme par kilogramme;;1514229
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.4166858575;-0.4166858575;49.6834127898;49.6834127898;1;18/04/2005;18;04;2005;5308741;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;12.3;;mg.kg-1;Milligramme par kilogramme;;1544669
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.4166858575;-0.4166858575;49.6834127898;49.6834127898;1;25/04/2005;25;04;2005;5308742;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;21.5;;mg.kg-1;Milligramme par kilogramme;;1544670
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;02/05/2005;02;05;2005;5299665;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;5.9;;mg.kg-1;Milligramme par kilogramme;;1514235
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.4166858575;-0.4166858575;49.6834127898;49.6834127898;1;02/05/2005;02;05;2005;5308743;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;20.1;;mg.kg-1;Milligramme par kilogramme;;1544671
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.550021873;-0.550021873;49.6834112311;49.6834112311;1;09/05/2005;09;05;2005;5299666;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;5.5;;mg.kg-1;Milligramme par kilogramme;;1514236
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.4166858575;-0.4166858575;49.6834127898;49.6834127898;1;09/05/2005;09;05;2005;5309028;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;22;;mg.kg-1;Milligramme par kilogramme;;1564518
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.4166858575;-0.4166858575;49.6834127898;49.6834127898;1;02/06/2005;02;06;2005;5309019;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;23.2;;mg.kg-1;Milligramme par kilogramme;;1566349
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.4166858575;-0.4166858575;49.6834127898;49.6834127898;1;09/06/2005;09;06;2005;5309010;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;15.3;;mg.kg-1;Milligramme par kilogramme;;1566350
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.4166858575;-0.4166858575;49.6834127898;49.6834127898;1;22/06/2005;22;06;2005;5309004;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;12.1;;mg.kg-1;Milligramme par kilogramme;;1566351
Zones marines;003;34;003 - Manche Nord Est - large;003-S-034;Manche Est Large - Zone 10;-0.4166858575;-0.4166858575;49.6834127898;49.6834127898;1;17/07/2005;17;07;2005;5308995;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;5.9;;mg.kg-1;Milligramme par kilogramme;;1566352
