Lieu de surveillance : Entité de classement;Lieu de surveillance : Entité de classement : Identifiant;Lieu de surveillance : Entité de classement : Rang du lieu;Lieu de surveillance : Entité de classement : Libellé;Lieu de surveillance : Mnémonique;Lieu de surveillance : Libellé;Coordonnées passage : Coordonnées minx;Coordonnées passage : Coordonnées maxx;Coordonnées passage : Coordonnées miny;Coordonnées passage : Coordonnées maxy;Coordonnées passage : Coordonnées redéfinies;Passage : Date;Passage : Jour;Passage : Mois;Passage : Année;Echantillon : Identifiant interne;Echantillon : Libellé du taxon support;Résultat : Code paramètre;Résultat : Libellé fraction;Résultat : Libellé méthode;Résultat : Libellé précision;Résultat : Valeur de la mesure;Résultat : Valeur qualitative;Résultat : Symbole unité de mesure associé au quintuplet;Résultat : Libellé unité de mesure associé au quintuplet;Résultat : Commentaires;Résultat : Identifiant
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;26/05/2004;26;05;2004;5281293;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1449369
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;15/04/2008;15;04;2008;5380212;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;1.1;;mg.kg-1;Milligramme par kilogramme;;1804104
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;22/04/2008;22;04;2008;60034460;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;13.7;;mg.kg-1;Milligramme par kilogramme;;60053960
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;14/04/2009;14;04;2009;60034463;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.5;;mg.kg-1;Milligramme par kilogramme;;60053963
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;22/04/2009;22;04;2009;60034464;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;2.6;;mg.kg-1;Milligramme par kilogramme;;60053964
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;22/03/2010;22;03;2010;60160368;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;61755512
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;31/03/2010;31;03;2010;60160369;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;2.6;;mg.kg-1;Milligramme par kilogramme;;61755516
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;01/06/2010;01;06;2010;60160441;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;61755786
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;17/06/2010;17;06;2010;60160440;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;61755785
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;29/06/2010;29;06;2010;60160442;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;61755787
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;11/05/2011;11;05;2011;60280878;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;63100676
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;20/05/2014;20;05;2014;60531725;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;1.0;;mg.kg-1;Milligramme par kilogramme;;65138920
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;03/06/2014;03;06;2014;60618669;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;66133953
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;01/06/2015;01;06;2015;60577361;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;< valeur;1.0;;mg.kg-1;Milligramme par kilogramme;;65689580
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;31/05/2016;31;05;2016;60641345;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;;1.2;;mg.kg-1;Milligramme par kilogramme;;66533611
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;15/05/2017;15;05;2017;60681710;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;67488144
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.011722;2.011722;51.003667;51.003667;1;14/06/2018;14;06;2018;60742167;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;69482266
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.016;2.016;51.011;51.011;1;08/04/2019;08;04;2019;60805065;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;70221859
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.016;2.016;51.01;51.01;1;24/04/2019;24;04;2019;60806277;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;70236007
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;02/05/2019;02;05;2019;60807090;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;70247995
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;14/05/2019;14;05;2019;60808272;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;70265181
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.003;2.003;51.0167;51.0167;1;21/05/2019;21;05;2019;60808233;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;70264941
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.0181;2.0181;51.01;51.01;1;05/06/2019;05;06;2019;60809431;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;70282324
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;2.00455;2.00455;51.002767;51.002767;0;20/06/2019;20;06;2019;60842109;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;70370874
Zones marines;001;22;001 - Frontière belge - Cap Gris Nez;001-P-022;Oye plage;1.5174;1.5174;50.2675;50.2675;1;26/05/2020;26;05;2020;60940197;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;71420168
Zones marines;002;2;002 - Cap Gris Nez - Le Boulonnais;002-P-002;Bouchots Tardinghen;1.614833;1.614833;50.876817;50.876817;0;04/06/2007;04;06;2007;5377261;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1794908
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;15/05/2003;15;05;2003;5278490;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;3.3;;mg.kg-1;Milligramme par kilogramme;;1441696
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;04/05/2006;04;05;2006;5339316;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;1651355
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;15/05/2006;15;05;2006;5339317;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;1651356
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;22/05/2006;22;05;2006;5339350;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1651712
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;30/05/2006;30;05;2006;5339351;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1651713
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;07/06/2006;07;06;2006;5339352;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1651714
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;15/06/2006;15;06;2006;5339353;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1651715
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;19/06/2006;19;06;2006;5339354;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1651716
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;26/06/2006;26;06;2006;5339355;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1651717
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;03/07/2006;03;07;2006;5339356;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1651718
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;10/07/2006;10;07;2006;5339357;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1651719
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;17/07/2006;17;07;2006;5339358;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1651720
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;21/05/2007;21;05;2007;5360429;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;15;;mg.kg-1;Milligramme par kilogramme;;1794906
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;04/06/2007;04;06;2007;5360433;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;15;;mg.kg-1;Milligramme par kilogramme;;1794907
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;04/06/2008;04;06;2008;60034462;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;7.9;;mg.kg-1;Milligramme par kilogramme;;60053962
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;11/05/2009;11;05;2009;60034465;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;60053965
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;19/05/2009;19;05;2009;60091040;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;5.2;;mg.kg-1;Milligramme par kilogramme;;60730303
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;02/06/2010;02;06;2010;60160443;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;61755788
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;28/06/2010;28;06;2010;60155979;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;61727202
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;08/07/2010;08;07;2010;60160444;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;61755789
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;30/05/2011;30;05;2011;60280882;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;63100681
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;06/06/2011;06;06;2011;60280885;Mytilus edulis;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;63100682
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;17/05/2016;17;05;2016;60640832;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;66526201
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;26/05/2016;26;05;2016;60640945;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;66527860
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;11/05/2017;11;05;2017;60679721;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;67386940
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;22/05/2017;22;05;2017;60682839;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;67514498
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;20/06/2018;20;06;2018;60742124;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;69481861
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.60025;1.60025;50.763444;50.763444;1;25/06/2018;25;06;2018;60742129;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;69482117
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.60025;1.60025;50.763444;50.763444;1;02/05/2019;02;05;2019;60807096;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;70247997
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5842;1.5842;50.7508;50.7508;1;14/05/2019;14;05;2019;60808232;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;70264673
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5833;1.5833;50.2675;50.2675;1;21/05/2019;21;05;2019;60808266;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;70265175
Zones marines;002;24;002 - Cap Gris Nez - Le Boulonnais;002-P-024;Parc 10 n;1.5986589559;1.5986589559;50.7634662855;50.7634662855;0;03/06/2019;03;06;2019;60809593;Mytilus edulis;ASP;Chair totale égouttée;ANSES LNRBM-ASP 01;Inf. LQ;1.0;;mg.kg-1;Milligramme par kilogramme;;70282837
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;17/04/2003;17;04;2003;5270860;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1415222
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;06/05/2003;06;05;2003;5270867;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1415231
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;01/10/2003;01;10;2003;5270870;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;0.63;;mg.kg-1;Milligramme par kilogramme;;1415238
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;06/10/2003;06;10;2003;5270873;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1415250
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;14/10/2003;14;10;2003;5270875;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1415264
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;22/10/2003;22;10;2003;5270878;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1415281
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;27/10/2003;27;10;2003;5270893;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1415306
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;30/10/2003;30;10;2003;5270914;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1415337
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;05/11/2003;05;11;2003;5270927;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1415344
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;18/11/2003;18;11;2003;5270928;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1455941
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;16/03/2004;16;03;2004;5283435;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1455899
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;29/03/2004;29;03;2004;5283442;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1455920
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;13/04/2004;13;04;2004;5283443;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1455927
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;26/04/2004;26;04;2004;5283444;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1455934
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;04/10/2004;04;10;2004;5290759;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;8.5;;mg.kg-1;Milligramme par kilogramme;;1486339
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;11/10/2004;11;10;2004;5290760;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;6.5;;mg.kg-1;Milligramme par kilogramme;;1486346
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;19/10/2004;19;10;2004;5290761;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;7.4;;mg.kg-1;Milligramme par kilogramme;;1486353
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;25/10/2004;25;10;2004;5290762;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;12;;mg.kg-1;Milligramme par kilogramme;;1486354
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;25/10/2004;25;10;2004;5290762;Pecten maximus;ASP;Glande digestive (hépatopancréas);CL/UV toxines amnésiantes;;176;;mg.kg-1;Milligramme par kilogramme;;1486357
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;25/10/2004;25;10;2004;5290762;Pecten maximus;ASP;Gonade;CL/UV toxines amnésiantes;;3;;mg.kg-1;Milligramme par kilogramme;;1486356
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;25/10/2004;25;10;2004;5290762;Pecten maximus;ASP;Muscle;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1486355
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;02/11/2004;02;11;2004;5290763;Pecten maximus;ASP;Chair sans glande digestive;CL/UV toxines amnésiantes;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;1486365
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;02/11/2004;02;11;2004;5290763;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;21.1;;mg.kg-1;Milligramme par kilogramme;;1486364
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;02/11/2004;02;11;2004;5290763;Pecten maximus;ASP;Glande digestive (hépatopancréas);CL/UV toxines amnésiantes;;330.4;;mg.kg-1;Milligramme par kilogramme;;1486366
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;07/11/2004;07;11;2004;5290764;Pecten maximus;ASP;Chair sans glande digestive;CL/UV toxines amnésiantes;;3;;mg.kg-1;Milligramme par kilogramme;;1486395
Zones marines;003;20;003 - Manche Nord Est - large;003-P-020;Extérieur gisement baie de Seine;-0.668023749;-0.668023749;49.665742703;49.665742703;0;07/11/2004;07;11;2004;5290764;Pecten maximus;ASP;Chair totale égouttée;CL/UV toxines amnésiantes;;50.6;;mg.kg-1;Milligramme par kilogramme;;1486394
